,Id,idhogar,Target,hacdor,hacapo,v14a,refrig,paredblolad,paredzocalo,paredpreb,pisocemento,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,eviv1,eviv2,eviv3,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,v2a1-missing,v2a1,dependency,edjefe,edjefa,meaneduc,overcrowding,rooms,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,v18q1,tamviv,hhsize,hogar_nin,hogar_adul,hogar_mayor,bedrooms,qmobilephone,hhsize-diff,elec,elec-missing,walls,roof,floor,walls+roof+floor,warning,bonus,phones-per-capita,tablets-per-capita,rooms-per-capita,rent-per-capita,v18q-min,v18q-sum,v18q-count,v18q-std,v18q-range_,dis-min,dis-max,dis-sum,female-min,female-max,female-sum,female-std,female-range_,estadocivil1-min,estadocivil1-max,estadocivil1-sum,estadocivil2-min,estadocivil2-max,estadocivil2-std,estadocivil3-min,estadocivil3-max,estadocivil3-std,estadocivil4-min,estadocivil4-max,estadocivil5-min,estadocivil5-max,estadocivil5-sum,estadocivil6-min,estadocivil6-max,estadocivil7-min,estadocivil7-max,estadocivil7-sum,estadocivil7-std,parentesco1-min,parentesco1-max,parentesco1-std,parentesco2-min,parentesco2-max,parentesco2-std,parentesco3-min,parentesco3-max,parentesco3-sum,parentesco4-min,parentesco4-max,parentesco4-sum,parentesco5-min,parentesco5-max,parentesco6-min,parentesco6-max,parentesco6-sum,parentesco7-min,parentesco7-max,parentesco8-min,parentesco8-max,parentesco9-min,parentesco9-max,parentesco9-sum,parentesco10-min,parentesco10-max,parentesco11-min,parentesco11-max,parentesco11-sum,parentesco12-min,parentesco12-max,parentesco12-sum,instlevel1-min,instlevel1-max,instlevel1-sum,instlevel2-min,instlevel2-max,instlevel2-sum,instlevel2-std,instlevel3-min,instlevel3-max,instlevel3-sum,instlevel3-std,instlevel4-min,instlevel4-max,instlevel4-sum,instlevel4-std,instlevel5-min,instlevel5-max,instlevel5-sum,instlevel6-min,instlevel6-max,instlevel7-min,instlevel7-max,instlevel8-min,instlevel8-max,instlevel8-sum,instlevel8-std,instlevel9-min,instlevel9-max,mobilephone-min,mobilephone-std,mobilephone-range_,rez_esc-min,rez_esc-max,escolari-min,escolari-max,escolari-sum,escolari-std,escolari-range_,age-min,age-max,age-sum,age-std,age-range_,inst-max,inst-std,inst-range_,escolari/age-min,escolari/age-max,escolari/age-sum,escolari/age-std,escolari/age-range_,inst/age-max,inst/age-std,inst/age-range_,tech-min,tech-sum,tech-std,tech-range_,female-head
498,ID_68437ae85,59e971916,4.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,False,180000.0,1.0,11.0,0.0,11.0,2.0,4,1,1,2,1,1,2,2,2,3.0,4,4,2,2,0,2,4,0,2.0,False,2,2,2,6,0,4,1.0,0.75,1.0,45000.0,1,4,4,0.0,0,0,1,1,0,1,2,0.5773502691896257,1,0,1,1,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,1,1,0.5,0,1,0.5,0,1,0.5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.5,0,0,0,0.0,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0.0,0.0,0,11,25,5.619905100029122,11,5,50,105,22.12653007891959,45,4,2.0615528128088303,4,0.0,0.3,0.7949999999999999,0.13664888095651082,0.3,0.1,0.04760952285695234,0.1,2,8,0.0,0,0
499,ID_44a70e7e9,c024e9540,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,False,0.0,0.33333334,16.0,0.0,17.666666,1.0,6,0,1,1,0,3,3,0,4,1.0,4,4,1,3,0,4,4,0,2.0,False,2,2,2,6,0,3,1.0,0.25,1.5,0.0,1,4,4,0.0,0,0,0,0,0,1,3,0.5,1,0,0,0,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,1,2,0.5773502691896257,0,1,0.5,0,1,0.5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,1,1,0,0,0,0,0,1,3,0.5,0,0,1,0.0,0,0.0,0.0,11,16,53,2.217355782608345,5,19,54,147,18.300728582946274,35,7,1.5,3,0.21568627450980393,0.631578947368421,1.7522571703484342,0.21300479664855257,0.4158926728586171,0.3684210526315789,0.13826505050508114,0.2899896800825593,2,8,0.0,0,0
500,ID_fd5eaf510,e88fba080,4.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,False,250000.0,0.0,16.0,0.0,13.25,1.3333334,5,0,3,3,0,1,1,0,4,0.0,4,4,0,4,0,3,4,0,2.0,False,2,2,2,6,0,3,1.0,0.0,1.25,62500.0,0,0,4,0.0,0,0,0,0,0,1,1,0.5,1,0,0,0,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,1,2,0.5773502691896257,0,1,0.5,0,1,0.5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,0.5,0,1,1,0,0,0,0,0,1,2,0.5773502691896257,0,0,1,0.0,0,0.0,0.0,10,16,53,3.2015621187164243,6,36,63,200,15.033296378372908,27,7,2.0615528128088303,4,0.15873015873015872,0.42105263157894735,1.1393065998329157,0.10930045943620438,0.2623224728487886,0.18421052631578946,0.055832163155937614,0.13659147869674185,1,4,0.0,0,0
501,ID_ca939522d,9db16f364,4.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,False,0.0,0.5,6.0,0.0,7.5,3.3333333,7,1,1,2,0,1,1,1,2,0.0,10,3,1,2,0,3,8,7,2.0,False,1,1,1,3,1,2,0.8,0.0,0.7,0.0,0,0,3,0.0,0,0,0,0,0,1,1,0.5773502691896258,1,0,1,1,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,1,0.5773502691896258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5773502691896258,0,1,1,0.5773502691896258,0,1,1,0.5773502691896258,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0.0,0.0,3,9,18,3.0,6,9,36,73,13.868429375143146,27,3,1.0,2,0.16666666666666666,0.3333333333333333,0.8214285714285714,0.09297916280841256,0.16666666666666666,0.1111111111111111,0.030993054269470847,0.05555555555555555,1,3,0.0,0,0
502,ID_9daef0017,dc83157df,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,False,0.0,0.0,11.0,0.0,10.5,1.0,7,0,3,3,0,1,1,0,4,1.0,4,4,0,4,0,4,4,0,2.0,False,2,2,2,6,0,3,1.0,0.25,1.75,0.0,1,4,4,0.0,0,0,0,0,0,1,1,0.5,1,0,0,0,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,1,2,0.5773502691896257,0,1,0.5,0,1,0.5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0.5,0,0,0,0.0,0,1,2,0,0,0,0,0,1,1,0.5,0,0,1,0.0,0,0.0,0.0,6,14,42,3.3166247903554,8,25,60,165,17.858238061652855,35,7,2.0615528128088303,5,0.11320754716981132,0.5185185185185185,1.255059399021663,0.195869846348539,0.4053109713487072,0.25925925925925924,0.10021375257528886,0.22152341020265548,2,8,0.0,0,0
503,ID_8296c15d6,26622c97c,4.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,False,200000.0,1.5,8.0,0.0,12.0,1.6666666,6,0,2,2,1,2,3,1,4,2.0,5,5,3,2,0,3,3,0,2.0,False,1,2,0,3,0,3,0.6,0.4,1.2,40000.0,1,5,5,0.0,0,0,0,0,0,1,3,0.5477225575051662,1,0,0,0,0,0,0.0,0,1,0.5477225575051662,0,0,0,0,0,0,0,0,1,3,0.5477225575051661,0,1,0.4472135954999579,0,1,0.447213595499958,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.5477225575051661,0,0,0,0.0,0,1,3,0.5477225575051661,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0.0,1.0,3,8,32,2.3021728866442674,5,10,38,116,13.367871932360812,28,3,1.0954451150103321,2,0.21052631578947367,0.4444444444444444,1.555802361065519,0.1029884007251656,0.23391812865497075,0.16666666666666666,0.037998385980039226,0.08974358974358973,2,10,0.0,0,0
504,ID_d3e5a6caa,97c66d4f2,4.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,False,85000.0,1.0,0.0,4.0,4.0,2.0,2,0,0,0,1,1,2,1,1,0.0,2,2,1,1,0,1,1,0,2.0,False,2,1,1,4,1,1,0.5,0.0,1.0,42500.0,0,0,2,0.0,0,0,0,0,1,1,2,0.0,0,0,1,1,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0.0,0,1,0.7071067811865476,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.7071067811865476,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0.0,0.0,0,4,4,2.8284271247461903,4,6,35,41,20.506096654409877,29,1,0.7071067811865476,1,0.0,0.11428571428571428,0.11428571428571428,0.08081220356417686,0.11428571428571428,0.02857142857142857,0.020203050891044214,0.02857142857142857,1,2,0.0,0,1
505,ID_edc3d98de,09395e7d3,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False,0.0,0.0,0.0,16.0,16.5,1.3333334,6,0,0,0,0,2,2,0,2,2.0,4,2,0,2,0,3,4,2,2.0,False,2,1,1,4,0,2,1.0,0.5,1.5,0.0,1,2,2,0.0,0,0,0,0,1,1,2,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,1,1,0.7071067811865476,0,1,0.7071067811865476,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0.7071067811865476,0,1,1,0.0,0,0.0,0.0,16,17,33,0.7071067811865476,1,34,60,94,18.384776310850235,26,8,0.7071067811865476,1,0.26666666666666666,0.5,0.7666666666666666,0.16499158227686112,0.23333333333333334,0.23529411764705882,0.08388227502311005,0.11862745098039215,2,4,0.0,0,1
506,ID_ad30863a6,be3124b4e,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False,0.0,0.33333334,12.0,0.0,9.333333,1.3333334,6,0,3,3,0,1,1,0,4,0.0,4,4,1,3,0,3,1,0,2.0,False,2,2,2,6,0,1,0.25,0.0,1.5,0.0,0,0,4,0.0,0,0,1,1,0,1,1,0.5,1,0,0,0,0,0,0.0,0,1,0.5773502691896257,0,0,0,1,1,0,0,0,1,1,0.5,0,1,0.5,0,1,0.5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,3,0.5,0,0,0,0,0,0,0,0,1,1,0.5,0,0,1,0.0,0,0.0,0.0,7,12,35,2.217355782608345,5,14,59,165,21.914607000811127,45,7,2.0,4,0.13559322033898305,0.5,1.0814072932717,0.15933405618994717,0.364406779661017,0.21428571428571427,0.06955317104753346,0.16343825665859563,1,4,0.0,0,0
507,ID_115dcaf22,0bbcfa8d9,4.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False,0.0,0.5,12.0,0.0,12.0,1.5,4,0,1,1,1,1,2,1,2,0.0,3,3,1,2,0,2,2,0,2.0,False,2,2,2,6,0,1,0.6666666666666666,0.0,1.3333333333333333,0.0,0,0,3,0.0,0,0,0,0,0,1,2,0.5773502691896258,1,0,1,1,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,1,0.5773502691896258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,2,0.5773502691896258,0,0,1,0.0,0,0.0,0.0,0,12,24,6.928203230275509,12,4,29,60,13.892443989449804,25,7,4.041451884327381,7,0.0,0.4444444444444444,0.8582375478927202,0.24822540205887794,0.4444444444444444,0.25925925925925924,0.14479815120101217,0.25925925925925924,1,3,0.0,0,0
508,ID_e7cd87c9a,fc8ad2380,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False,0.0,0.0,0.0,1.0,5.6666665,1.5,3,0,1,1,0,2,2,0,3,0.0,3,3,0,3,0,2,1,0,2.0,False,0,0,1,1,1,1,0.3333333333333333,0.0,1.0,0.0,0,0,3,0.0,0,0,0,0,0,1,2,0.5773502691896258,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,2,0.5773502691896258,0,1,0.5773502691896258,0,0,0.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5773502691896258,0,0,0,0.0,0,1,2,0.5773502691896258,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0.0,0.0,1,9,17,4.163331998932265,8,22,53,97,17.8978583448784,31,3,1.1547005383792515,2,0.018867924528301886,0.4090909090909091,0.7461406518010292,0.20417608716697402,0.39022298456260723,0.13636363636363635,0.06783618085675705,0.11749571183533447,1,3,0.0,0,1
509,ID_b665ecd5a,2dd82c2b1,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False,0.0,1.0,0.0,3.0,1.5,0.5,6,0,0,0,0,2,2,0,2,0.0,2,2,0,2,1,4,1,0,2.0,False,2,2,2,6,0,1,0.5,0.0,3.0,0.0,0,0,2,0.0,0,0,1,1,1,1,2,0.0,0,0,0,0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,1,1,0.7071067811865476,0,1,0.7071067811865476,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0.7071067811865476,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0.0,0.0,0,3,3,2.1213203435596424,3,42,66,108,16.97056274847714,24,1,0.7071067811865476,1,0.0,0.045454545454545456,0.045454545454545456,0.03214121732666125,0.045454545454545456,0.015151515151515152,0.010713739108887085,0.015151515151515152,1,2,0.0,0,1
510,ID_d3fc85879,1d5a6e0ce,4.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,True,,0.0,6.0,0.0,6.0,0.5,3,0,1,1,0,0,0,0,1,0.0,1,1,0,1,0,2,1,0,2.0,False,2,2,0,4,1,0,1.0,0.0,3.0,,0,0,1,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,1,1,1,0,0,0,0,0,,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,0.0,0.0,6,6,6,,0,57,57,57,,0,2,,0,0.10526315789473684,0.10526315789473684,0.10526315789473684,,0.0,0.03508771929824561,,0.0,1,1,,0,0
511,ID_59b80a5df,2250c1601,4.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,False,0.0,0.33333334,11.0,0.0,12.0,1.3333334,6,0,1,1,0,3,3,0,4,1.0,4,4,1,3,0,3,3,0,2.0,False,2,2,2,6,0,4,0.75,0.25,1.5,0.0,1,4,4,0.0,0,0,0,0,0,1,3,0.5,1,0,0,0,0,0,0.0,0,1,0.5773502691896257,0,0,0,0,0,0,0,0,1,2,0.5773502691896257,0,1,0.5,0,1,0.5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,0,0.0,0,0,0,0.0,0,1,2,0,0,0,0,0,1,1,0.5,0,0,1,0.0,0,0.0,1.0,5,14,41,3.774917217635375,9,13,53,135,18.463928798245153,40,7,2.449489742783178,6,0.20754716981132076,0.5833333333333334,1.4199403322044832,0.17027237906935647,0.3757861635220126,0.2916666666666667,0.10579036230877009,0.21619496855345915,2,8,0.0,0,0
512,ID_2c87f1b60,2f8fab5de,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False,0.0,0.33333334,0.0,6.0,9.0,2.0,5,0,1,1,1,6,7,1,7,0.0,8,8,2,6,0,4,7,0,2.0,False,2,2,2,6,0,1,0.875,0.0,0.625,0.0,0,0,8,0.0,0,0,0,0,0,1,7,0.3535533905932738,1,0,1,1,0,0,0.0,0,0,0.0,0,1,0,0,0,0,0,0,1,6,0.4629100498862757,0,1,0.3535533905932738,0,0,0.0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,1,4,0.5345224838248488,0,1,2,0.4629100498862757,0,0,0,0,0,0,0,0,1,1,0.3535533905932738,0,0,1,0.0,0,0.0,0.0,0,13,54,3.654742515847438,13,2,56,196,15.315724879072116,54,7,1.9955307206712845,7,0.0,0.5652173913043478,2.2600111939928875,0.18037852977697325,0.5652173913043478,0.30434782608695654,0.09236802082943524,0.30434782608695654,1,8,0.0,0,1
513,ID_1fe80ce7b,96083a24f,4.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False,0.0,0.0,6.0,0.0,6.0,0.5,4,0,1,1,0,0,0,0,1,0.0,1,1,0,1,0,2,1,0,2.0,False,2,2,2,6,1,1,1.0,0.0,4.0,0.0,0,0,1,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,,1,1,0,0,0,0,0,0,0,0,,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,0.0,0.0,6,6,6,,0,61,61,61,,0,2,,0,0.09836065573770492,0.09836065573770492,0.09836065573770492,,0.0,0.03278688524590164,,0.0,1,1,,0,0
514,ID_8651b94b0,84c5a6d55,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,False,0.0,0.66666669,6.0,0.0,10.75,1.6666666,5,0,2,2,0,3,3,0,5,1.0,5,5,1,4,1,3,5,0,2.0,False,1,1,2,4,0,3,1.0,0.2,1.0,0.0,1,5,5,0.0,0,0,0,0,0,1,3,0.5477225575051662,1,0,0,0,0,1,0.5477225575051662,0,1,0.5477225575051661,0,0,0,0,0,0,0,0,1,1,0.447213595499958,0,1,0.447213595499958,0,1,0.4472135954999579,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0.447213595499958,0,1,4,0.4472135954999579,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0.0,0.0,6,10,43,1.6733200530681511,4,18,67,194,23.058620947489466,49,3,0.447213595499958,1,0.08955223880597014,0.5555555555555556,1.5709698633270428,0.20716671884099871,0.46600331674958545,0.16666666666666666,0.059952590883292994,0.13681592039800994,2,10,0.0,0,0
515,ID_4fac1292d,efd3aec61,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,False,100000.0,1.5,0.0,6.0,11.5,1.6666666,5,0,2,2,0,3,3,0,5,0.0,5,5,3,2,0,3,3,0,2.0,False,1,2,1,4,1,1,0.6,0.0,1.0,20000.0,0,0,5,0.0,0,0,0,0,0,1,3,0.5477225575051661,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,1,5,0.0,0,1,0.447213595499958,0,0,0.0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.4472135954999579,0,1,2,0.5477225575051661,0,1,1,0.447213595499958,0,1,1,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0.0,1.0,5,11,35,2.345207879911715,6,12,42,107,11.907980517283358,30,4,1.1401754250991378,3,0.14285714285714285,0.55,1.9095238095238094,0.15504187131033484,0.4071428571428572,0.2,0.06911691468949924,0.1523809523809524,1,5,0.0,0,1
516,ID_43c7fb53a,827150a6c,4.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,False,0.0,0.0,0.0,6.0,5.5,2.0,1,0,0,0,0,2,2,0,2,0.0,2,2,0,2,0,1,2,0,2.0,False,1,2,2,5,1,1,1.0,0.0,0.5,0.0,0,0,2,0.0,0,0,0,0,1,1,2,0.0,0,0,0,0,1,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.7071067811865476,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7071067811865476,0,1,1,0.7071067811865476,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0.0,0.0,5,6,11,0.7071067811865476,1,23,38,61,10.606601717798213,15,2,0.7071067811865476,1,0.15789473684210525,0.21739130434782608,0.37528604118993136,0.04207042634061838,0.059496567505720827,0.05263157894736842,0.006472373283172059,0.009153318077803202,1,2,0.0,0,1
517,ID_951684f5a,ce7666640,4.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,False,75000.0,0.0,8.0,0.0,10.0,1.0,5,0,2,2,0,1,1,0,3,0.0,3,3,0,3,0,3,3,0,2.0,False,0,0,1,1,1,2,1.0,0.0,1.6666666666666667,25000.0,0,0,3,0.0,0,0,1,1,0,1,1,0.5773502691896258,1,0,0,0,0,0,0.0,0,1,0.5773502691896258,0,0,0,0,0,0,0,0,1,1,0.5773502691896258,0,1,0.5773502691896258,0,1,0.5773502691896258,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,1,0.5773502691896258,0,1,2,0,0,0,0,0,0,0,0.0,0,0,1,0.0,0,0.0,0.0,8,11,30,1.7320508075688772,3,25,60,140,18.929694486000912,35,4,0.5773502691896258,1,0.14545454545454545,0.44,0.7687878787878788,0.16024439935212112,0.29454545454545455,0.16,0.05770426912488556,0.10545454545454547,1,3,0.0,0,0
